House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion,Age Group
22,Outer Lane,Denis,Jackson,58,Husband,Married,Male,Public relations account executive,Not Specified,Sikh,"(50, 60]"
23,Outer Lane,Kathleen,Simmons,60,Head,Widowed,Female,Probation officer,Not Specified,Catholic,"(50, 60]"
24,Outer Lane,Deborah,Phillips,63,Head,Divorced,Female,"Administrator, Civil Service",Not Specified,Christian,"(60, 70]"
25,Outer Lane,Kimberley,Holland,52,Head,Single,Female,Unemployed,Not Specified,Not Specified,"(50, 60]"
25,Outer Lane,Kathleen,Holland,12,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
26,Outer Lane,Cheryl,Sims,25,Head,Single,Female,"Editor, commissioning",Not Specified,Not Specified,"(17, 30]"
26,Outer Lane,Marc,Lawson,27,Partner,Single,Male,Careers adviser,Not Specified,Not Specified,"(17, 30]"
27,Outer Lane,Pamela,Blackburn,54,Head,Married,Female,Land,Not Specified,Catholic,"(50, 60]"
27,Outer Lane,Mohammed,Blackburn,57,Husband,Married,Male,Building control surveyor,Not Specified,Not Specified,"(50, 60]"
28,Outer Lane,Fiona,Williams,82,Head,Widowed,Female,Retired Chief Marketing Officer,Not Specified,Christian,"(80, 90]"
29,Outer Lane,Hayley,Atkinson,21,Head,Single,Female,University Student,Not Specified,Methodist,"(17, 30]"
30,Outer Lane,Kevin,Riley,60,Head,Divorced,Male,Systems developer,Not Specified,Christian,"(50, 60]"
31,Outer Lane,Christopher,Clark,22,Head,Single,Male,University Student,Not Specified,Catholic,"(17, 30]"
32,Outer Lane,Jade,Collier,47,Head,Single,Female,Garment/textile technologist,Not Specified,Catholic,"(40, 50]"
32,Outer Lane,Ross,Collier,11,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
33,Outer Lane,Kimberley,Perry,38,Head,Married,Female,Retail buyer,Not Specified,Methodist,"(30, 40]"
33,Outer Lane,Oliver,Perry,42,Husband,Married,Male,"Engineer, agricultural",Not Specified,Not Specified,"(40, 50]"
34,Outer Lane,Tracy,Taylor,55,Head,Single,Female,"Designer, multimedia",Not Specified,Sikh,"(50, 60]"
34,Outer Lane,Jeremy,Moore,50,Not Specified,Single,Male,Air broker,Not Specified,Catholic,"(40, 50]"
35,Outer Lane,Donna,Shah,87,Head,Widowed,Female,"Retired Psychologist, counselling",Not Specified,Not Specified,"(80, 90]"
36,Outer Lane,Josephine,Porter,69,Head,Single,Female,Retired Health and safety adviser,Not Specified,Christian,"(60, 70]"
37,Outer Lane,Dennis,Hobbs,28,Head,Single,Male,"Therapist, occupational",Not Specified,Not Specified,"(17, 30]"
38,Outer Lane,Carly,Cook,32,Head,Single,Female,Agricultural engineer,Not Specified,Not Specified,"(30, 40]"
38,Outer Lane,Charles,Howells,26,Partner,Single,Male,Chief of Staff,Not Specified,Not Specified,"(17, 30]"
38,Outer Lane,Martyn,Cook,8,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
39,Outer Lane,Brandon,Rhodes,21,Head,Married,Male,University Student,Not Specified,Not Specified,"(17, 30]"
39,Outer Lane,Kelly,Rhodes,23,Wife,Married,Female,Freight forwarder,Not Specified,Not Specified,"(17, 30]"
40,Outer Lane,Nicola,Patel,30,Head,Married,Female,"Editor, magazine features",Not Specified,Not Specified,"(17, 30]"
40,Outer Lane,Shaun,Patel,31,Husband,Married,Male,Financial planner,Not Specified,Not Specified,"(30, 40]"
41,Outer Lane,Fiona,Gray,49,Head,Single,Female,"Engineer, petroleum",Not Specified,Not Specified,"(40, 50]"
41,Outer Lane,Gerard,Hussain,53,Partner,Single,Male,Quantity surveyor,Not Specified,Not Specified,"(50, 60]"
41,Outer Lane,Nicola,Gray,16,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
42,Outer Lane,Sylvia,Baker,53,Head,Single,Female,Illustrator,Not Specified,Methodist,"(50, 60]"
43,Outer Lane,Ann,Clarke,50,Head,Married,Female,Unemployed,Not Specified,Catholic,"(40, 50]"
43,Outer Lane,Leonard,Clarke,53,Husband,Married,Male,"Surveyor, building",Not Specified,Catholic,"(50, 60]"
43,Outer Lane,Marcus,Clarke,17,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
43,Outer Lane,Sharon,Clarke,16,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
44,Outer Lane,Sandra,Nicholls,31,Head,Married,Female,Building surveyor,Not Specified,Sikh,"(30, 40]"
44,Outer Lane,Jacob,Nicholls,33,Husband,Married,Male,Charity officer,Mental Disability,Sikh,"(30, 40]"
44,Outer Lane,Mitchell,Nicholls,0,Son,Not Applicable,Male,Child,Not Specified,Not Specified,
45,Outer Lane,Wendy,Williamson,48,Head,Married,Female,Advertising account executive,Not Specified,Christian,"(40, 50]"
45,Outer Lane,William,Williamson,50,Husband,Married,Male,Field seismologist,Not Specified,Christian,"(40, 50]"
46,Outer Lane,Sam,Read,40,Head,Divorced,Male,"Engineer, manufacturing",Not Specified,Not Specified,"(30, 40]"
47,Outer Lane,Christian,White,75,Head,Single,Male,Retired Health and safety inspector,Not Specified,Christian,"(70, 80]"
48,Outer Lane,Ashley,Naylor,58,Head,Single,Male,"Secretary, company",Not Specified,Christian,"(50, 60]"
49,Outer Lane,Alexandra,Thomas,33,Head,Single,Female,"Accountant, chartered public finance",Not Specified,Catholic,"(30, 40]"
50,Outer Lane,Emily,Waters,40,Head,Single,Female,Unemployed,Not Specified,Catholic,"(30, 40]"
50,Outer Lane,Denise,Lawrence,39,Not Specified,Single,Female,Clinical cytogeneticist,Not Specified,Not Specified,"(30, 40]"
51,Outer Lane,Joan,May,31,Head,Married,Female,Public relations officer,Not Specified,Not Specified,"(30, 40]"
51,Outer Lane,Robin,May,33,Husband,Married,Male,Administrator,Not Specified,Not Specified,"(30, 40]"
51,Outer Lane,Aimee,May,3,Daughter,Not Applicable,Female,Child,Not Specified,Not Specified,"(0, 17]"
52,Outer Lane,Shaun,Taylor,40,Head,Single,Male,Clinical psychologist,Not Specified,Not Specified,"(30, 40]"
52,Outer Lane,Beverley,Cameron-Taylor,11,Neice,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
53,Outer Lane,Dennis,Turner,43,Head,Married,Male,Aid worker,Not Specified,Not Specified,"(40, 50]"
53,Outer Lane,Ruth,Turner,42,Wife,Married,Female,Warehouse manager,Not Specified,Not Specified,"(40, 50]"
54,Outer Lane,Rebecca,Simmons,37,Head,Single,Female,Visual merchandiser,Not Specified,Christian,"(30, 40]"
55,Outer Lane,Sheila,Stone,79,Head,Widowed,Female,Retired Learning disability nurse,Not Specified,Not Specified,"(70, 80]"
56,Outer Lane,John,Morrison,67,Head,Widowed,Male,Herbalist,Not Specified,Catholic,"(60, 70]"
57,Outer Lane,Geraldine,Foster,25,Head,Married,Female,Hospital doctor,Not Specified,Muslim,"(17, 30]"
57,Outer Lane,Damien,Foster,31,Husband,Married,Male,Building surveyor,Not Specified,Muslim,"(30, 40]"
57,Outer Lane,George,Knight,62,Visitor,Single,Male,Chartered loss adjuster,Not Specified,Not Specified,"(60, 70]"
58,Outer Lane,Lorraine,Evans,45,Head,Single,Female,Land,Not Specified,Catholic,"(40, 50]"
1,Fowler Rapid,Christopher,Johnson,22,Head,Single,Male,University Student,Not Specified,Christian,"(17, 30]"
2,Fowler Rapid,Hazel,Johnson,65,Head,Widowed,Female,Textile designer,Not Specified,Catholic,"(60, 70]"
3,Fowler Rapid,Deborah,Hurst,38,Head,Single,Female,"Designer, graphic",Not Specified,Not Specified,"(30, 40]"
4,Fowler Rapid,Francesca,Williams,81,Head,Single,Female,Retired Arts development officer,Not Specified,Christian,"(80, 90]"
5,Fowler Rapid,Bethany,Thornton,46,Head,Single,Female,Learning mentor,Not Specified,Catholic,"(40, 50]"
5,Fowler Rapid,Ross,Fraser,48,Partner,Single,Male,Immunologist,Not Specified,Not Specified,"(40, 50]"
5,Fowler Rapid,Hilary,Thornton,16,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
6,Fowler Rapid,Abdul,Murphy,60,Head,Single,Male,Claims inspector/assessor,Not Specified,Not Specified,"(50, 60]"
7,Fowler Rapid,Karl,Moran,74,Head,Single,Male,Retired Estate manager/land agent,Not Specified,Methodist,"(70, 80]"
1,Carlisle Summit,Joe,White,55,Head,Single,Male,English as a foreign language teacher,Not Specified,Jewish,"(50, 60]"
2,Carlisle Summit,Alexandra,Harris,42,Head,Married,Female,Advertising copywriter,Not Specified,Catholic,"(40, 50]"
2,Carlisle Summit,Declan,Harris,45,Husband,Married,Male,Radio producer,Not Specified,Not Specified,"(40, 50]"
2,Carlisle Summit,Danny,Harris,23,Son,Divorced,Male,Theatre manager,Not Specified,Not Specified,"(17, 30]"
2,Carlisle Summit,Ashleigh,Harris,23,Daughter,Widowed,Female,"Engineer, production",Not Specified,Catholic,"(17, 30]"
2,Carlisle Summit,Danielle,Harris,19,Daughter,Single,Female,University Student,Not Specified,Catholic,"(17, 30]"
3,Carlisle Summit,Jeffrey,Riley,22,Head,Single,Male,University Student,Not Specified,Methodist,"(17, 30]"
3,Carlisle Summit,Gail,Gordon,22,Not Specified,Single,Female,University Student,Not Specified,Christian,"(17, 30]"
3,Carlisle Summit,Brenda,Henry,18,Not Specified,Single,Female,University Student,Not Specified,Christian,"(17, 30]"
3,Carlisle Summit,Michelle,Wood,21,Not Specified,Single,Female,University Student,Not Specified,Undecided,"(17, 30]"
4,Carlisle Summit,Joyce,Smith,51,Head,Single,Female,Hospital pharmacist,Not Specified,Methodist,"(50, 60]"
4,Carlisle Summit,Leon,Howells,53,Partner,Single,Male,Dramatherapist,Not Specified,Christian,"(50, 60]"
4,Carlisle Summit,Leon,Smith,22,Son,Single,Male,University Student,Not Specified,Methodist,"(17, 30]"
4,Carlisle Summit,Christian,Smith,8,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
5,Carlisle Summit,Christopher,Wilkinson,30,Head,Single,Male,"Designer, multimedia",Not Specified,Sikh,"(17, 30]"
5,Carlisle Summit,Janice,Burgess,29,Partner,Single,Female,"Designer, television/film set",Not Specified,Sikh,"(17, 30]"
6,Carlisle Summit,Marie,Smith,62,Head,Single,Female,Unemployed,Not Specified,Not Specified,"(60, 70]"
6,Carlisle Summit,Kimberley,Smith,17,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
6,Carlisle Summit,Dominic,Smith,16,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
6,Carlisle Summit,Albert,Smith,13,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
7,Carlisle Summit,Ruth,O'Brien,47,Head,Married,Female,Farm manager,Not Specified,Not Specified,"(40, 50]"
7,Carlisle Summit,Ben,O'Brien,49,Husband,Married,Male,"Engineer, aeronautical",Not Specified,Not Specified,"(40, 50]"
7,Carlisle Summit,Graham,O'Brien,21,Son,Single,Male,University Student,Not Specified,Not Specified,"(17, 30]"
7,Carlisle Summit,Karen,O'Brien,15,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
8,Carlisle Summit,Emma,Ward,59,Head,Single,Female,"Editor, film/video",Not Specified,Methodist,"(50, 60]"
8,Carlisle Summit,Sean,Ward,32,Son,Single,Male,"Therapist, speech and language",Not Specified,Methodist,"(30, 40]"
8,Carlisle Summit,Brenda,Evans-Ward,32,Daughter,Single,Female,"Surveyor, mining",Not Specified,Methodist,"(30, 40]"
8,Carlisle Summit,Dylan,Evans-Ward,28,Son,Single,Male,"Journalist, broadcasting",Not Specified,Not Specified,"(17, 30]"
9,Carlisle Summit,Brandon,Booth,36,Head,Single,Male,Landscape architect,Not Specified,Not Specified,"(30, 40]"
10,Carlisle Summit,Brenda,Oliver,26,Head,Single,Female,Product designer,Not Specified,Not Specified,"(17, 30]"
10,Carlisle Summit,Maurice,Cooper,40,Not Specified,Single,Male,Lobbyist,Not Specified,Not Specified,"(30, 40]"
10,Carlisle Summit,Leslie,Martin,50,Not Specified,Single,Male,"Engineer, manufacturing systems",Not Specified,Catholic,"(40, 50]"
10,Carlisle Summit,Mark,Ellis,48,Not Specified,Single,Male,Community arts worker,Not Specified,Not Specified,"(40, 50]"
11,Carlisle Summit,Jasmine,Moore,23,Head,Married,Female,Radiation protection practitioner,Not Specified,Christian,"(17, 30]"
11,Carlisle Summit,Russell,Moore,28,Husband,Married,Male,IT consultant,Not Specified,Christian,"(17, 30]"
11,Carlisle Summit,Thomas,Moore,6,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
12,Carlisle Summit,Lauren,Mahmood,72,Head,Widowed,Female,Retired Games developer,Not Specified,Christian,"(70, 80]"
12,Carlisle Summit,Hannah,Mahmood,50,Daughter,Divorced,Female,Trade union research officer,Not Specified,Christian,"(40, 50]"
13,Carlisle Summit,Ross,Harrison,57,Head,Married,Male,Public house manager,Not Specified,Christian,"(50, 60]"
13,Carlisle Summit,Donna,Harrison,61,Wife,Married,Female,Clinical cytogeneticist,Not Specified,Christian,"(60, 70]"
13,Carlisle Summit,Iain,Harrison,40,Son,Widowed,Male,Lobbyist,Not Specified,Christian,"(30, 40]"
13,Carlisle Summit,Clifford,Harrison,39,Son,Single,Male,Chartered accountant,Not Specified,Not Specified,"(30, 40]"
14,Carlisle Summit,Mathew,Smith,60,Head,Single,Male,"Engineer, maintenance",Not Specified,Not Specified,"(50, 60]"
14,Carlisle Summit,Molly,Fleming,57,Not Specified,Single,Female,Public house manager,Not Specified,Methodist,"(50, 60]"
14,Carlisle Summit,Derek,Davies,36,Not Specified,Single,Male,Contracting civil engineer,Not Specified,Catholic,"(30, 40]"
14,Carlisle Summit,Ashleigh,Payne,18,Not Specified,Single,Female,Student,Not Specified,Not Specified,"(17, 30]"
15,Carlisle Summit,Jenna,Quinn,39,Head,Married,Female,"Physicist, medical",Not Specified,Christian,"(30, 40]"
15,Carlisle Summit,Stewart,Quinn,40,Husband,Married,Male,Unemployed,Not Specified,Christian,"(30, 40]"
15,Carlisle Summit,Harriet,Quinn,20,Daughter,Divorced,Female,University Student,Not Specified,Christian,"(17, 30]"
15,Carlisle Summit,Sam,Quinn,16,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
15,Carlisle Summit,Guy,Quinn,12,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
15,Carlisle Summit,Leigh,Quinn,12,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
1,October Crescent,Adrian,Brown,67,Head,Widowed,Male,Comptroller,Not Specified,Not Specified,"(60, 70]"
1,October Crescent,Keith,Brown,35,Son,Single,Male,"Therapist, art",Not Specified,Not Specified,"(30, 40]"
1,October Crescent,Holly,Brown,35,Daughter,Single,Female,Unemployed,Not Specified,Not Specified,"(30, 40]"
2,October Crescent,Samantha,Wallace,55,Head,Married,Female,Brewing technologist,Not Specified,Christian,"(50, 60]"
2,October Crescent,Sean,Wallace,59,Husband,Married,Male,Textile designer,Not Specified,Not Specified,"(50, 60]"
2,October Crescent,Debra,Wallace,14,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
2,October Crescent,Duncan,Wallace,10,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
2,October Crescent,Leonard,Wallace,10,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
3,October Crescent,Christian,Baxter,28,Head,Married,Male,Furniture conservator/restorer,Physical Disability,Not Specified,"(17, 30]"
3,October Crescent,Eileen,Baxter,29,Wife,Married,Female,"Surveyor, rural practice",Not Specified,Not Specified,"(17, 30]"
3,October Crescent,Ian,Harris,27,Lodger,Divorced,Male,"Engineer, aeronautical",Not Specified,Not Specified,"(17, 30]"
4,October Crescent,Jayne,Kelly,85,Head,Married,Female,Retired Radio producer,Not Specified,Christian,"(80, 90]"
4,October Crescent,Brian,Kelly,87,Husband,Married,Male,"Retired Education officer, community",Not Specified,Not Specified,"(80, 90]"
4,October Crescent,Elizabeth,Kelly,48,Daughter,Single,Female,Commercial art gallery manager,Not Specified,Christian,"(40, 50]"
4,October Crescent,Reece,Kelly,47,Son,Single,Male,Magazine features editor,Not Specified,Christian,"(40, 50]"
4,October Crescent,Jasmine,Kelly,44,Daughter,Single,Female,Tour manager,Not Specified,Christian,"(40, 50]"
4,October Crescent,Shaun,Kelly,43,Son,Single,Male,"Engineer, electronics",Not Specified,Not Specified,"(40, 50]"
5,October Crescent,Christine,Marshall,69,Head,Single,Female,Retired Fisheries officer,Not Specified,Not Specified,"(60, 70]"
6,October Crescent,Anne,Bailey,54,Head,Married,Female,"Editor, commissioning",Not Specified,Christian,"(50, 60]"
6,October Crescent,Billy,Bailey,55,Husband,Married,Male,Politician's assistant,Not Specified,Christian,"(50, 60]"
6,October Crescent,Katie,Bailey,19,Daughter,Single,Female,University Student,Not Specified,Not Specified,"(17, 30]"
6,October Crescent,Colin,Bailey,14,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
6,October Crescent,Pauline,Bailey,11,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
7,October Crescent,Chloe,May,40,Head,Divorced,Female,Unemployed,Not Specified,Not Specified,"(30, 40]"
7,October Crescent,Paul,May,23,Son,Single,Male,"Teacher, early years/pre",Not Specified,Not Specified,"(17, 30]"
7,October Crescent,Eileen,Wong,22,Daughter,Divorced,Female,University Student,Not Specified,Not Specified,"(17, 30]"
7,October Crescent,Shane,Wong,22,Son,Single,Male,University Student,Not Specified,Not Specified,"(17, 30]"
8,October Crescent,Diana,Norman,29,Head,Single,Female,Product manager,Not Specified,Catholic,"(17, 30]"
8,October Crescent,Jamie,Hunter,33,Partner,Single,Male,Insurance claims handler,Not Specified,Catholic,"(30, 40]"
8,October Crescent,Christine,Norman,0,Daughter,Not Applicable,Female,Child,Not Specified,Not Specified,
8,October Crescent,Leonard,Sims,29,Lodger,Divorced,Male,Dietitian,Not Specified,Catholic,"(17, 30]"
9,October Crescent,Lynn,Watts,58,Head,Single,Female,Database administrator,Not Specified,Christian,"(50, 60]"
9,October Crescent,Jack,Watts,19,Son,Single,Male,University Student,Not Specified,Christian,"(17, 30]"
9,October Crescent,Dawn,Watts,18,Daughter,Single,Female,Student,Not Specified,Not Specified,"(17, 30]"
9,October Crescent,Jessica,Watts,14,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
10,October Crescent,Joanna,Hayward,29,Head,Married,Female,Theatre stage manager,Not Specified,Not Specified,"(17, 30]"
10,October Crescent,Abigail,Hayward,29,Wife,Married,Female,Professor Emeritus,Not Specified,Not Specified,"(17, 30]"
10,October Crescent,Trevor,Hayward,5,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
10,October Crescent,Nathan,Hayward,2,Son,Not Applicable,Male,Child,Not Specified,Not Specified,"(0, 17]"
11,October Crescent,Katie,Knowles,16,Head,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
11,October Crescent,Louis,Knowles,19,Husband,Married,Male,"Embryologist, clinical",Not Specified,Not Specified,"(17, 30]"
11,October Crescent,Harriet,Knowles,0,Daughter,Not Applicable,Female,Child,Not Specified,Not Specified,
11,October Crescent,Lucy,Nicholson,24,Lodger,Widowed,Female,Speech and language therapist,Not Specified,Methodist,"(17, 30]"
11,October Crescent,Graham,Peters,53,Lodger,Single,Male,Armed forces technical officer,Not Specified,Catholic,"(50, 60]"
11,October Crescent,Hugh,King,21,Sibling,Single,Male,University Student,Not Specified,Methodist,"(17, 30]"
12,October Crescent,Tracey,Hobbs,30,Head,Single,Female,Operational researcher,Not Specified,Not Specified,"(17, 30]"
12,October Crescent,Brett,Hobbs,13,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
12,October Crescent,Brenda,Hobbs,11,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
12,October Crescent,Janet,Hobbs,11,Daughter,Not Applicable,Female,Student,Not Specified,Not Specified,"(0, 17]"
13,October Crescent,Jane,Adams,38,Head,Single,Female,Advice worker,Not Specified,Catholic,"(30, 40]"
13,October Crescent,Iain,Gallagher,35,Partner,Single,Male,Facilities manager,Not Specified,Catholic,"(30, 40]"
13,October Crescent,Owen,Adams,10,Son,Not Applicable,Male,Student,Not Specified,Not Specified,"(0, 17]"
