House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
3,Carlisle Summit,Michelle,Wood,21.0,None,Single,Female,University Student,None,Undecided
4,Carlisle Summit,Joyce,Smith,51.0,Head,Single,Female,Hospital pharmacist,None,Methodist
4,Carlisle Summit,Leon,Howells,53.0,Partner,Single,Male,Dramatherapist,None,Christian
4,Carlisle Summit,Leon,Smith,22.0,Son,Single,Male,University Student,None,Methodist
4,Carlisle Summit,Christian,Smith,8.0,Son,,Male,Student,None,
5,Carlisle Summit,Christopher,Wilkinson,30.0,Head,Single,Male,"Designer, multimedia",None,Sikh
5,Carlisle Summit,Janice,Burgess,29.0,Partner,Single,Female,"Designer, television/film set",None,Sikh
6,Carlisle Summit,Marie,Smith,62.0,Head,Single,Female,Unemployed,None,None
6,Carlisle Summit,Kimberley,Smith,17.0,Daughter,,Female,Student,None,
6,Carlisle Summit,Dominic,Smith,16.0,Son,,Male,Student,None,
6,Carlisle Summit,Albert,Smith,13.0,Son,,Male,Student,None,
7,Carlisle Summit,Ruth,O'Brien,47.0,Head,Married,Female,Farm manager,None,None
7,Carlisle Summit,Ben,O'Brien,49.0,Husband,Married,Male,"Engineer, aeronautical",None,None
7,Carlisle Summit,Graham,O'Brien,21.0,Son,Single,Male,University Student,None,None
7,Carlisle Summit,Karen,O'Brien,15.0,Daughter,,Female,Student,None,
8,Carlisle Summit,Emma,Ward,59.0,Head,Single,Female,"Editor, film/video",None,Methodist
8,Carlisle Summit,Sean,Ward,32.0,Son,Single,Male,"Therapist, speech and language",None,Methodist
8,Carlisle Summit,Brenda,Evans-Ward,32.0,Daughter,Single,Female,"Surveyor, mining",None,Methodist
8,Carlisle Summit,Dylan,Evans-Ward,28.0,Son,Single,Male,"Journalist, broadcasting",None,None
9,Carlisle Summit,Brandon,Booth,36.0,Head,Single,Male,Landscape architect,None,None
10,Carlisle Summit,Brenda,Oliver,26.0,Head,Single,Female,Product designer,None,None
10,Carlisle Summit,Maurice,Cooper,40.0,None,Single,Male,Lobbyist,None,None
10,Carlisle Summit,Leslie,Martin,50.0,None,Single,Male,"Engineer, manufacturing systems",None,Catholic
10,Carlisle Summit,Mark,Ellis,48.0,None,Single,Male,Community arts worker,None,None
11,Carlisle Summit,Jasmine,Moore,23.0,Head,Married,Female,Radiation protection practitioner,None,Christian
11,Carlisle Summit,Russell,Moore,28.0,Husband,Married,Male,IT consultant,None,Christian
11,Carlisle Summit,Thomas,Moore,6.0,Son,,Male,Student,None,
12,Carlisle Summit,Lauren,Mahmood,72.0,Head,Widowed,Female,Retired Games developer,None,Christian
12,Carlisle Summit,Hannah,Mahmood,50.0,Daughter,Divorced,Female,Trade union research officer,None,Christian
13,Carlisle Summit,Ross,Harrison,57.0,Head,Married,Male,Public house manager,None,Christian
13,Carlisle Summit,Donna,Harrison,61.0,Wife,Married,Female,Clinical cytogeneticist,None,Christian
13,Carlisle Summit,Iain,Harrison,40.0,Son,Widowed,Male,Lobbyist,None,Christian
13,Carlisle Summit,Clifford,Harrison,39.0,Son,Single,Male,Chartered accountant,None,None
14,Carlisle Summit,Mathew,Smith,60.0,Head,Single,Male,"Engineer, maintenance",None,None
14,Carlisle Summit,Molly,Fleming,57.0,None,Single,Female,Public house manager,None,Methodist
14,Carlisle Summit,Derek,Davies,36.0,None,Single,Male,Contracting civil engineer,None,Catholic
14,Carlisle Summit,Ashleigh,Payne,18.0,None,Single,Female,Student,None,
15,Carlisle Summit,Jenna,Quinn,39.0,Head,Married,Female,"Physicist, medical",None,Christian
15,Carlisle Summit,Stewart,Quinn,40.0,Husband,Married,Male,Unemployed,None,Christian
15,Carlisle Summit,Harriet,Quinn,20.0,Daughter,Divorced,Female,University Student,None,Christian
15,Carlisle Summit,Sam,Quinn,16.0,Son,,Male,Student,None,
15,Carlisle Summit,Guy,Quinn,12.0,Son,,Male,Student,None,
15,Carlisle Summit,Leigh,Quinn,12.0,Son,,Male,Student,None,
1,October Crescent,Adrian,Brown,67.0,Head,Widowed,Male,Comptroller,None,None
1,October Crescent,Keith,Brown,35.0,Son,Single,Male,"Therapist, art",None,None
1,October Crescent,Holly,Brown,35.0,Daughter,Single,Female,Unemployed,None,None
2,October Crescent,Samantha,Wallace,55.0,Head,Married,Female,Brewing technologist,None,Christian
2,October Crescent,Sean,Wallace,59.0,Husband,Married,Male,Textile designer,None,None
2,October Crescent,Debra,Wallace,14.0,Daughter,,Female,Student,None,
2,October Crescent,Duncan,Wallace,10.0,Son,,Male,Student,None,
2,October Crescent,Leonard,Wallace,10.0,Son,,Male,Student,None,
3,October Crescent,Christian,Baxter,28.0,Head,Married,Male,Furniture conservator/restorer,Physical Disability,None
3,October Crescent,Eileen,Baxter,29.0,Wife,Married,Female,"Surveyor, rural practice",None,None
3,October Crescent,Ian,Harris,27.0,Lodger,Divorced,Male,"Engineer, aeronautical",None,None
4,October Crescent,Jayne,Kelly,85.0,Head,Married,Female,Retired Radio producer,None,Christian
4,October Crescent,Brian,Kelly,87.0,Husband,Married,Male,"Retired Education officer, community",None,None
4,October Crescent,Elizabeth,Kelly,48.0,Daughter,Single,Female,Commercial art gallery manager,None,Christian
4,October Crescent,Reece,Kelly,47.0,Son,Single,Male,Magazine features editor,None,Christian
4,October Crescent,Jasmine,Kelly,44.0,Daughter,Single,Female,Tour manager,None,Christian
4,October Crescent,Shaun,Kelly,43.0,Son,Single,Male,"Engineer, electronics",None,None
5,October Crescent,Christine,Marshall,69.0,Head,Single,Female,Retired Fisheries officer,None,None
6,October Crescent,Anne,Bailey,54.0,Head,Married,Female,"Editor, commissioning",None,Christian
6,October Crescent,Billy,Bailey,55.0,Husband,Married,Male,Politician's assistant,None,Christian
6,October Crescent,Katie,Bailey,19.0,Daughter,Single,Female,University Student,None,None
6,October Crescent,Colin,Bailey,14.0,Son,,Male,Student,None,
6,October Crescent,Pauline,Bailey,11.0,Daughter,,Female,Student,None,
7,October Crescent,Chloe,May,40.0,Head,Divorced,Female,Unemployed,None,None
7,October Crescent,Paul,May,23.0,Son,Single,Male,"Teacher, early years/pre",None,None
7,October Crescent,Eileen,Wong,22.0,Daughter,Divorced,Female,University Student,None,None
7,October Crescent,Shane,Wong,22.0,Son,Single,Male,University Student,None,None
8,October Crescent,Diana,Norman,29.0,Head,Single,Female,Product manager,None,Catholic
8,October Crescent,Jamie,Hunter,33.0,Partner,Single,Male,Insurance claims handler,None,Catholic
8,October Crescent,Christine,Norman,0.0,Daughter,,Female,Child,None,
8,October Crescent,Leonard,Sims,29.0,Lodger,Divorced,Male,Dietitian,None,Catholic
9,October Crescent,Lynn,Watts,58.0,Head,Single,Female,Database administrator,None,Christian
9,October Crescent,Jack,Watts,19.0,Son,Single,Male,University Student,None,Christian
9,October Crescent,Dawn,Watts,18.0,Daughter,Single,Female,Student,None,None
9,October Crescent,Jessica,Watts,14.0,Daughter,,Female,Student,None,
10,October Crescent,Joanna,Hayward,29.0,Head,Married,Female,Theatre stage manager,None,None
10,October Crescent,Abigail,Hayward,29.0,Wife,Married,Female,Professor Emeritus,None,None
10,October Crescent,Trevor,Hayward,5.0,Son,,Male,Student,None,
10,October Crescent,Nathan,Hayward,2.0,Son,,Male,Child,None,
11,October Crescent,Katie,Knowles,16.0,Head,Married,Female,Student,None,
11,October Crescent,Louis,Knowles,19.0,Husband,Married,Male,"Embryologist, clinical",None,
11,October Crescent,Harriet,Knowles,0.0,Daughter,,Female,Child,None,
11,October Crescent,Lucy,Nicholson,24.0,Lodger,Widowed,Female,Speech and language therapist,None,Methodist
11,October Crescent,Graham,Peters,53.0,Lodger,Single,Male,Armed forces technical officer,None,Catholic
11,October Crescent,Hugh,King,21.0,Sibling,Single,Male,University Student,None,Methodist
12,October Crescent,Tracey,Hobbs,30.0,Head,Single,Female,Operational researcher,None,None
12,October Crescent,Brett,Hobbs,13.0,Son,,Male,Student,None,
12,October Crescent,Brenda,Hobbs,11.0,Daughter,,Female,Student,None,
12,October Crescent,Janet,Hobbs,11.0,Daughter,,Female,Student,None,
13,October Crescent,Jane,Adams,38.0,Head,Single,Female,Advice worker,None,Catholic
13,October Crescent,Iain,Gallagher,35.0,Partner,Single,Male,Facilities manager,None,Catholic
13,October Crescent,Owen,Adams,10.0,Son,,Male,Student,None,
13,October Crescent,June,Adams,7.0,Daughter,,Female,Student,None,
14,October Crescent,Frances,Glover,45.0,Head,Single,Female,Herpetologist,None,Catholic
14,October Crescent,Marie,Jones,64.0,None,Single,Female,"Engineer, materials",None,Christian
14,October Crescent,Louise,Greenwood,24.0,None,Single,Female,Immunologist,None,None
14,October Crescent,Karen,Sullivan,52.0,None,Single,Female,Operational researcher,None,Methodist
14,October Crescent,Bryan,Ward,35.0,None,Single,Male,"Exhibitions officer, museum/gallery",None,Catholic
14,October Crescent,Douglas,Doyle,46.0,None,Single,Male,Volunteer coordinator,None,None
15,October Crescent,Annette,Field,62.0,Head,Married,Female,Hydrogeologist,None,None
15,October Crescent,Kevin,Field-Hewitt,61.0,Husband,Married,Male,Games developer,None,None
15,October Crescent,Sheila,Field-Hewitt,26.0,Daughter,Single,Female,Publishing rights manager,None,None
15,October Crescent,Carolyn,Field-Hewitt,25.0,Daughter,Single,Female,"Engineer, maintenance (IT)",None,None
16,October Crescent,Irene,Dean,43.0,Head,Widowed,Female,"Therapist, drama",None,Christian
16,October Crescent,Lawrence,Dean,19.0,Son,Single,Male,University Student,None,Christian
16,October Crescent,Stacey,Dean,18.0,Daughter,Divorced,Female,Student,None,Christian
16,October Crescent,Damian,Dean,16.0,Son,,Male,Student,None,
1,Sagittarius Drive,Simon,Clarke,44.0,Head,Married,Male,Health visitor,None,Catholic
1,Sagittarius Drive,Samantha,Clarke,40.0,Wife,Married,Female,Public librarian,None,None
1,Sagittarius Drive,Mohamed,Clarke,14.0,Son,,Male,Student,None,
1,Sagittarius Drive,Jack,Clarke,12.0,Son,,Male,Student,None,
1,Sagittarius Drive,Alexandra,Clarke,8.0,Daughter,,Female,Student,None,
2,Sagittarius Drive,Patricia,Evans,67.0,Head,Married,Female,"Therapist, horticultural",None,None
2,Sagittarius Drive,Clive,Evans,72.0,Husband,Married,Male,Retired Ranger/warden,None,None
2,Sagittarius Drive,Donna,Evans,24.0,Daughter,Single,Female,"Engineer, electronics",None,None
2,Sagittarius Drive,Shirley,Evans,10.0,Daughter,,Female,Student,None,
3,Sagittarius Drive,Norman,Morrison,46.0,Head,Divorced,Male,Warden/ranger,None,Christian
4,Sagittarius Drive,Pamela,Akhtar,37.0,Head,Single,Female,Control and instrumentation engineer,None,Christian
4,Sagittarius Drive,Aaron,Carter,43.0,Partner,Single,Male,"Research officer, trade union",None,None
4,Sagittarius Drive,Cameron,Akhtar,14.0,Son,,Male,Student,None,
4,Sagittarius Drive,Leigh,Akhtar,12.0,Son,,Male,Student,None,
5,Sagittarius Drive,Catherine,Warren,30.0,Head,Married,Female,"Biochemist, clinical",None,None
5,Sagittarius Drive,Kenneth,Warren,32.0,Husband,Married,Male,Financial controller,None,None
5,Sagittarius Drive,Brett,Savage,34.0,None,Married,Male,Television floor manager,None,Catholic
5,Sagittarius Drive,Sandra,Savage,32.0,None,Married,Female,Exhibition designer,None,None
6,Sagittarius Drive,Sylvia,Wright,72.0,Head,Divorced,Female,"Retired Surveyor, building control",None,None
7,Sagittarius Drive,Vanessa,Mills,46.0,Head,Married,Female,Health visitor,None,None
7,Sagittarius Drive,Stanley,Mills,48.0,Husband,Married,Male,"Production designer, theatre/television/film",None,None
7,Sagittarius Drive,Yvonne,Mills,20.0,Daughter,Divorced,Female,University Student,None,None
7,Sagittarius Drive,Martin,Mills,17.0,Son,,Male,Student,None,
7,Sagittarius Drive,Dominic,Mills,16.0,Son,,Male,Student,None,
7,Sagittarius Drive,Kevin,Mills,14.0,Son,,Male,Student,None,
8,Sagittarius Drive,Hollie,Smith,58.0,Head,Married,Female,Industrial buyer,None,Catholic
8,Sagittarius Drive,Clifford,Smith,63.0,Husband,Married,Male,Publishing copy,None,Catholic
8,Sagittarius Drive,Eileen,Smith,19.0,Daughter,Single,Female,University Student,None,Catholic
8,Sagittarius Drive,Liam,Smith,19.0,Son,Divorced,Male,University Student,None,Catholic
8,Sagittarius Drive,Fiona,Smith,15.0,Daughter,,Female,Student,None,
9,Sagittarius Drive,Sally,Johnson,52.0,Head,Divorced,Female,Health visitor,None,Christian
10,Sagittarius Drive,Anna,Parsons,82.0,Head,Widowed,Female,"Retired Engineer, mining",None,None
11,Sagittarius Drive,Teresa,Whitehead,46.0,Head,Single,Female,"Engineer, technical sales",None,None
11,Sagittarius Drive,Stanley,Hutchinson,47.0,Partner,Single,Male,Investment analyst,None,None
11,Sagittarius Drive,Denise,Turner-Whitehead,5.0,Daughter,,Female,Student,None,
11,Sagittarius Drive,Kelly,Turner-Whitehead,1.0,Daughter,,Female,Child,None,
12,Sagittarius Drive,Roger,Hardy,57.0,Head,Single,Male,Unemployed,None,Christian
13,Sagittarius Drive,Henry,Wright,48.0,Head,Widowed,Male,Colour technologist,None,Catholic
13,Sagittarius Drive,Lee,Marsh-Wright,13.0,Nephew,,Male,Student,None,
13,Sagittarius Drive,Leonard,Marsh-Wright,13.0,Nephew,,Male,Student,None,
13,Sagittarius Drive,Carl,Scott,9.0,Nephew,,Male,Student,None,
13,Sagittarius Drive,Kerry,Patel,5.0,Neice,,Female,Student,None,
14,Sagittarius Drive,Christopher,Horton,37.0,Head,Single,Male,"Engineer, site",None,Catholic
14,Sagittarius Drive,Julie,Greenwood,32.0,None,Single,Female,Diagnostic radiographer,None,None
14,Sagittarius Drive,Marie,Webster,44.0,None,Single,Female,Health physicist,None,Methodist
15,Sagittarius Drive,Kim,Robertson,43.0,Head,Married,Female,"Accountant, chartered management",None,Catholic
15,Sagittarius Drive,Derek,Robertson,44.0,Husband,Married,Male,Unemployed,None,Catholic
15,Sagittarius Drive,Claire,Robertson,9.0,Daughter,,Female,Student,None,
15,Sagittarius Drive,Danielle,Robertson,5.0,Daughter,,Female,Student,None,
16,Sagittarius Drive,Derek,West,34.0,Head,Divorced,Male,Environmental health practitioner,None,Methodist
16,Sagittarius Drive,Toby,Sutton,7.0,Step-Son,,Male,Student,None,
17,Sagittarius Drive,Hazel,Austin,24.0,Head,Single,Female,Careers information officer,None,None
18,Sagittarius Drive,Hannah,Hunter,58.0,Head,Married,Female,Passenger transport manager,None,Christian
18,Sagittarius Drive,William,Hunter,66.0,Husband,Married,Male,Geophysicist/field seismologist,None,None
18,Sagittarius Drive,Annette,Hunter,16.0,Daughter,,Female,Student,None,
18,Sagittarius Drive,June,Hunter,16.0,Daughter,,Female,Student,None,
19,Sagittarius Drive,Kirsty,Lewis-Hamilton,43.0,Head,Single,Female,Scientific laboratory technician,None,None
19,Sagittarius Drive,Suzanne,Lewis-Hamilton,4.0,Daughter,,Female,Child,None,
19,Sagittarius Drive,Heather,Lewis-Hamilton,2.0,Daughter,,Female,Child,None,
20,Sagittarius Drive,Frederick,Owen,29.0,Head,Divorced,Male,Retail manager,None,Catholic
21,Sagittarius Drive,Russell,Butcher,73.0,Head,Divorced,Male,Retired IT technical support officer,None,Christian
22,Sagittarius Drive,Sarah,Dawson,44.0,Head,Married,Female,Herbalist,None,None
22,Sagittarius Drive,Craig,Dawson,43.0,Husband,Married,Male,Horticultural therapist,None,None
22,Sagittarius Drive,Carolyn,Dawson,17.0,Daughter,,Female,Student,None,
23,Sagittarius Drive,James,Bradley,30.0,Head,Single,Male,"Designer, textile",None,None
23,Sagittarius Drive,Iain,Simpson,54.0,None,Single,Male,Commissioning editor,None,Christian
23,Sagittarius Drive,Danny,Sanderson,48.0,None,Single,Male,"Engineer, site",None,None
23,Sagittarius Drive,Lawrence,Jennings,62.0,None,Single,Male,"Scientist, product/process development",None,None
1,Newry Squares,Timothy,Mason,67.0,Head,Married,Male,Primary school teacher,None,None
1,Newry Squares,Elaine,Mason,66.0,Wife,Married,Female,Barista,None,None
2,Newry Squares,Hollie,Newman,60.0,Head,Single,Female,"Engineer, electronics",None,None
2,Newry Squares,Roger,Newman,42.0,Son,Single,Male,Dietitian,None,None
2,Newry Squares,Katie,Newman,41.0,Daughter,Single,Female,"Engineer, technical sales",None,None
2,Newry Squares,Jessica,Newman,41.0,Daughter,Single,Female,"Lecturer, higher education",None,None
3,Newry Squares,Graeme,Robinson,66.0,Head,Married,Male,Midwife,None,Christian
3,Newry Squares,Tina,Robinson,64.0,Wife,Married,Female,Land,None,Christian
3,Newry Squares,Ann,Simpson,15.0,Granddaughter,,Female,Student,None,
3,Newry Squares,Philip,Simpson,11.0,Grandson,,Male,Student,None,
3,Newry Squares,Hollie,Walker,8.0,Granddaughter,,Female,Student,None,
4,Newry Squares,Mathew,Manning,22.0,Head,Single,Male,University Student,None,Christian
4,Newry Squares,Megan,Johnson,28.0,None,Single,Female,Contracting civil engineer,None,Jewish
4,Newry Squares,Pamela,Wallace,64.0,None,Single,Female,"Engineer, manufacturing",None,Christian
4,Newry Squares,Carole,Powell,48.0,None,Divorced,Female,Trade union research officer,None,Christian
5,Newry Squares,Jeffrey,Turner,47.0,Head,Married,Male,Recycling officer,None,Christian
5,Newry Squares,Victoria,Turner,45.0,Wife,Married,Female,Product designer,None,Christian
5,Newry Squares,Gemma,Young,11.0,Step-Daughter,,Female,Student,None,
6,Newry Squares,Angela,Patel,52.0,Head,Married,Female,"Journalist, magazine",None,Christian
6,Newry Squares,Nicholas,Patel,50.0,Husband,Married,Male,"Teacher, secondary school",None,Christian
6,Newry Squares,Paul,Patel,11.0,Son,,Male,Student,None,
7,Newry Squares,Julia,Sinclair,96.0,Head,Divorced,Female,"Retired Pharmacist, community",None,None
8,Newry Squares,Jennifer,Fitzgerald,29.0,Head,Single,Female,"Administrator, Civil Service",None,Methodist
8,Newry Squares,Jessica,Hall,39.0,None,Single,Female,Gaffer,None,Methodist
8,Newry Squares,Rita,Woods,36.0,None,Single,Female,"Teacher, primary school",None,Catholic
9,Newry Squares,Nicola,Vaughan,29.0,Head,Single,Female,Mudlogger,None,Methodist
9,Newry Squares,Karl,Vaughan,2.0,Son,,Male,Child,None,
9,Newry Squares,Suzanne,Davies,46.0,Lodger,Single,Female,"Teacher, special educational needs",None,None
10,Newry Squares,Hollie,Poole,46.0,Head,Married,Female,Speech and language therapist,None,None
10,Newry Squares,Jay,Poole,47.0,Husband,Married,Male,Armed forces logistics/support/administrative officer,None,None
10,Newry Squares,Katherine,Poole,16.0,Daughter,,Female,Student,None,
11,Newry Squares,Kimberley,O'Neill,41.0,Head,Married,Female,Medical secretary,None,None
11,Newry Squares,Clifford,O'Neill,43.0,Husband,Married,Male,"Administrator, education",None,None
11,Newry Squares,Rachael,O'Neill,17.0,Daughter,,Female,Student,None,
12,Newry Squares,Andrea,Kay,43.0,Head,Divorced,Female,Unemployed, ,Catholic
12,Newry Squares,Glenn,Kay,10.0,Son,,Male,Student,None,
12,Newry Squares,Abigail,Kay,8.0,Daughter,,Female,Student,None,
13,Newry Squares,Catherine,Gill,37.0,Head,Single,Female,"Editor, magazine features",None,Catholic
13,Newry Squares,Frederick,Gill,13.0,Adopted Son,,Male,Student,None,
13,Newry Squares,Suzanne,Gill,10.0,Daughter,,Female,Student,None,
13,Newry Squares,Kayleigh,Gill,10.0,Daughter,,Female,Student,None,
14,Newry Squares,Jodie,McDonald,66.0,Head,Married,Female,Community development worker,None,None
14,Newry Squares,Mathew,McDonald,65.0,Husband,Married,Male,"Education officer, museum",None,None
14,Newry Squares,Karen,McDonald,40.0,Daughter,Single,Female,Set designer,None,None
14,Newry Squares,Beth,McDonald,36.0,Daughter,Single,Female,"Producer, radio",None,None
15,Newry Squares,Pamela,Sanderson,64.0,Head,Single,Female,Physiological scientist,None,None
15,Newry Squares,Beth,Marsden,20.0,None,Single,Female,University Student,None,None
15,Newry Squares,Pamela,Pearce,22.0,None,Single,Female,University Student,None,Sikh
